unique_id,AutoMLP-median,AutoNHITS-median,AutoLSTM-median,AutoGRU-median,SeasonalNaive
M1,0.18232622118743727,0.22072628529786364,0.21792587299008723,0.21258446385393162,0.44025512504527736
M10,0.05227028156013542,0.06978787397113477,0.06141645332615094,0.06095692676238596,0.12296415741414464
M100,0.07021677653030155,0.03961334960433582,0.04178614615933019,0.04167403140018681,0.04707188820990483
M1000,0.019901647660532082,0.03324429341159393,0.001996925749410678,0.0018147144390086689,0.012316943220959732
M1001,0.028366899026461972,0.046112272244977555,0.0028808630307966287,0.004599023925987653,0.013155197780262815
M1002,0.0260471810267206,0.03594770928941557,0.004729202266349269,0.004644153289263163,0.03737527524516649
M1003,0.02630671607198989,0.042951332687695944,0.007790499173518639,0.0088471672664135,0.0094041074101319
M1004,0.003301697420716714,0.0027012309652381748,0.003671997958764889,0.00323523591253887,0.0060152561502371865
M1005,0.015050671031477884,0.016608076623299935,0.00820661128116672,0.011146745864537079,0.020080309410324505
M1006,0.007778668385010615,0.010973078001651123,0.0012815452735638895,0.0013696673647882417,0.00576477998255644
M1007,0.015734646145598583,0.019354868325572205,0.005948692952068404,0.006517040643766177,0.020198981756898198
M1008,0.011394249422875986,0.01568728971681421,0.0023272149230609044,0.0023395883019139666,0.007698449138388352
M1009,0.03151183486090082,0.015738964905863375,0.017955587199413866,0.017582887328820275,0.06345241998916039
M101,0.02272096450572336,0.025714934826335956,0.02990993444695246,0.028964604943049144,0.018706535681612242
M1010,0.026622540133663053,0.035152154465250426,0.01692547038619659,0.017027186115545594,0.026896451362923183
M1011,0.033295393631300664,0.03518859082926542,0.022368968890404517,0.023281006668347662,0.04148683436060386
M1012,0.0234370153746431,0.045916505220257565,0.013716394901711657,0.014072712049611686,0.011223783900112352
M1013,0.024223419816999173,0.0267782812888063,0.011274268938700828,0.01470625559117583,0.026439395844690582
M1014,0.03094939887123738,0.02286919187449098,0.02467087421568914,0.0237084752031875,0.04000550528977561
M1015,0.016356859434539472,0.010786318482056143,0.009465283925574363,0.011006283932012475,0.02337676701150263
M1016,0.022248636147701877,0.019374154408596318,0.013066608446464798,0.013248687932389073,0.04542991669985641
M1017,0.01832451073913088,0.014444686431442056,0.012287003802325598,0.011887138229029344,0.033383525753642306
M1018,0.018491911249487476,0.01812730042912145,0.009153078287997272,0.01063062235594184,0.024261100604742427
M1019,0.040533605844331716,0.0329921431455567,0.03086329681454461,0.029167438273874885,0.07274178061590485
M102,0.06210862631967218,0.031419222817477284,0.041282274176239996,0.04173679567537985,0.047731813403519376
M1020,0.04847757568842128,0.05636329725071065,0.021675003680492796,0.022910021224012225,0.06109755895120395
M1021,0.0382586317911043,0.03201829262507677,0.025889947963420246,0.032218335565089,0.042100994384733366
M1022,0.11320695850469854,0.12021102144844222,0.08542278257859115,0.08602180328220836,0.1673085253660835
M1023,0.019961712825023997,0.02977240580148968,0.0025886193059044328,0.0029457967091967535,0.01180126435414349
M1024,0.017509035100421903,0.02218068759282002,0.00581736787874271,0.006046008082120995,0.008130055365936667
M1025,0.02095871729301857,0.0326917953701757,0.002509445991278085,0.0027664426938151937,0.013707768495615688
M1026,0.03430156681140289,0.047901715091771054,0.0071520427077187585,0.007892586339103497,0.04363394921466115
M1027,0.022727783881036176,0.03306183863095309,0.003920674561713318,0.0037899480821067546,0.012782889125186964
M1028,0.03814417917040285,0.030324066771819036,0.026220760914576008,0.02767721751028078,0.05296936096354382
M1029,0.052616784014961636,0.034960626207154594,0.040930314937771196,0.03347241193869386,0.07900182534926017
M103,0.041604589389850594,0.04348496492686139,0.04359068229185998,0.04455611073246326,0.09044008758885504
